file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
BAC009S0049W0324,0.0,3.196875,S0049,-44.329681396484375,-44.398581186930336,3.7110941923288676,6.884190885964955
BAC009S0240W0321,0.0,7.593,S0240,-47.59073410737813,-48.430636054591126,3.7110941923288676,8.7018227416593
BAC009S0240W0415,0.0,3.994125,S0240,-46.51280545112782,-49.63875359755296,3.7110941923288676,6.430273316981964
BAC009S0237W0422,0.0,3.698,S0237,-46.4972022804054,-49.49201939023774,3.7110941923288676,9.265832817383941
BAC009S0597W0186,0.0,5.156,S0597,-47.40087890625,-45.942393759022586,3.7110941923288676,4.804205837742735
BAC009S0146W0300,0.0,3.5078125,S0146,-46.69840633903134,-46.66862106323242,3.7110941923288676,7.7352795656547535
BAC009S0146W0181,0.0,6.228,S0146,-49.010279770264845,-50.38420500074114,3.7110941923288676,9.141944993869666
BAC009S0223W0182,0.0,5.9139375,S0223,-48.76008288388325,-48.959594111288745,3.7110941923288676,9.575765682747313
BAC009S0206W0216,0.0,3.6450625,S0206,-43.40611889982877,-45.89780120849609,3.7110941923288676,8.050266629247488
BAC009S0026W0248,0.0,3.2420625,S0026,-45.40416124131944,-51.72038793563843,3.7110941923288676,8.366601643858104
BAC009S0655W0391,0.0,4.288125,S0655,-46.69209371357809,-48.26761489868164,3.7110941923288676,6.806471368345871
BAC009S0655W0234,0.0,4.8050625,S0655,-45.28735706860707,-47.38090960184733,3.7110941923288676,9.244685205071004
BAC009S0201W0343,0.0,4.7360625,S0201,-48.36618621439873,-50.825957228497764,3.7110941923288676,10.41191917243489
BAC009S0201W0268,0.0,3.8940625,S0201,-49.136206619537276,-49.76527366638184,3.7110941923288676,8.347289058577541
BAC009S0036W0181,0.0,5.641,S0036,-44.67625221631206,-43.89307254698218,3.7110941923288676,5.949757966008757
BAC009S0140W0338,0.0,4.5,S0140,-47.600234375,-50.67054244010679,3.7110941923288676,12.416991241565412
BAC009S0100W0198,0.0,5.4039375,S0100,-44.946748408564815,-46.529020656238906,3.7110941923288676,9.592280287665172
BAC009S0720W0382,0.0,2.8559375,S0720,-44.56074150458916,-48.43508641860064,3.7110941923288676,10.551328312653634
BAC009S0086W0386,0.0,3.1079375,S0086,-45.464937952170416,-46.37232178908128,3.7110941923288676,9.37286803066177
BAC009S0041W0179,0.0,5.0409375,S0041,-43.185136098710316,-48.37836546056411,3.7110941923288676,10.016594371753104
BAC009S0034W0133,0.0,5.74,S0034,-45.13231230945122,-47.149446176928144,3.7110941923288676,11.8300010489038
BAC009S0338W0147,0.0,4.8660625,S0338,-48.16880694943532,-49.325918451944986,3.7110941923288676,10.705589378740815
BAC009S0599W0408,0.0,2.916,S0599,-43.45137588291952,-47.40566825866699,3.7110941923288676,7.449876197655847
BAC009S0123W0148,0.0,5.451,S0123,-44.91930547591743,-47.02580868114125,3.7110941923288676,8.916939229666394
BAC009S0729W0282,0.0,4.462,S0729,-46.42007076793722,-47.99338497835047,3.7110941923288676,7.291662668491023
BAC009S0753W0478,0.0,3.923125,S0753,-45.91177555006377,-48.00463525872482,3.7110941923288676,13.477990039706228
BAC009S0753W0188,0.0,3.0500625,S0753,-46.00342277151639,-50.31858800252279,3.7110941923288676,12.965567908546102
BAC009S0758W0163,0.0,4.161,S0758,-48.00107046274039,-51.75635569436209,3.7110941923288676,10.116783559709635
BAC009S0758W0490,0.0,2.875,S0758,-48.77318318684896,-52.863429478236604,3.7110941923288676,7.918634570790353
BAC009S0744W0221,0.0,3.3889375,S0744,-45.19704092920354,-50.19341232299805,3.7110941923288676,7.404548523412899
BAC009S0755W0160,0.0,5.146,S0755,-47.395801729368934,-48.71919269561768,3.7110941923288676,11.174056023622326
BAC009S0903W0154,0.0,4.2549375,S0903,-43.13117647058824,-47.189012908935545,3.7110941923288676,14.162308452594552
BAC009S0765W0205,0.0,3.422,S0765,-43.744169179459064,-46.07781829833984,3.7110941923288676,4.884574048854422
BAC009S0913W0492,0.0,3.645,S0913,-44.14705158390411,-47.629627591087704,3.7110941923288676,7.725602814236147
BAC009S0902W0155,0.0,4.79,S0902,-44.73541884133612,-51.42404556274414,3.7110941923288676,12.880165390907514
BAC009S0902W0319,0.0,7.05075,S0902,-47.59536790780142,-51.252455711364746,3.7110941923288676,10.523856409002152
BAC009S0902W0336,0.0,4.9140625,S0902,-48.591458757637476,-51.458339850107826,3.7110941923288676,10.436054747562808
BAC009S0906W0388,0.0,3.3359375,S0906,-47.24351492327844,-49.83912905524759,3.7110941923288676,6.575876700238599
BAC009S0901W0355,0.0,4.891875,S0901,-49.49352952453988,-53.326827430725096,3.7110941923288676,12.112291095650237
BAC009S0915W0287,0.0,3.678,S0915,-44.33510954483695,-48.20777549743652,3.7110941923288676,9.087360921710317
BAC009S0339W0284,0.0,5.7690625,S0339,-47.314937175043326,-49.411009171429804,3.7110896372659687,11.013436884642273
BAC009S0250W0247,0.0,5.681,S0250,-48.889067314040496,-49.81978448232015,3.7110896372659687,5.529992804376226
BAC009S0116W0286,0.0,5.371125,S0116,-45.10063140130354,-46.19681431696965,3.7110896372659687,5.325651004502351
BAC009S0601W0339,0.0,5.572,S0601,-45.18252075852783,-46.655589739481606,3.7110896372659687,17.07450390939738
BAC009S0154W0406,0.0,5.3969375,S0154,-49.84411168981482,-52.50279348036822,3.7110896372659687,13.315221008776447
BAC009S0134W0441,0.0,4.8010625,S0134,-47.76229248046875,-49.34844993142521,3.7110896372659687,9.370665064493338
BAC009S0017W0199,0.0,5.5190625,S0017,-46.27171082427536,-48.30176895739985,3.7110896372659687,10.420882026615779
BAC009S0768W0202,0.0,8.7139375,S0768,-45.39375986653272,-49.26119290865385,3.7110896372659687,7.849313390606699
BAC009S0075W0130,0.0,5.281,S0075,-45.48198908025568,-47.963547150293984,3.7107708423861268,6.297173753276525
BAC009S0018W0447,0.0,3.531,S0018,-41.924978974858355,-47.75258295159591,3.7107708423861268,13.087179233240033
BAC009S0052W0489,0.0,6.46,S0052,-48.68475171729876,-49.32788016579368,3.7107708423861268,3.286016365073504
BAC009S0057W0142,0.0,4.7949375,S0057,-47.616632959290186,-47.87416804920543,3.7107708423861268,9.739602405350634
BAC009S0057W0321,0.0,5.891,S0057,-49.76559515598472,-48.992627536549286,3.7107708423861268,10.978937761884929
BAC009S0514W0428,0.0,4.968,S0514,-46.50555284834004,-47.110086822509764,3.7107708423861268,10.48941208556511
BAC009S0162W0295,0.0,4.604,S0162,-50.29959663722826,-52.611016181207475,3.7107708423861268,7.763989402053706
BAC009S0147W0149,0.0,5.136,S0147,-48.4144310858463,-49.6897960353542,3.7107708423861268,6.0497930484291675
BAC009S0013W0170,0.0,4.358,S0013,-49.18367886324541,-50.964912741524834,3.7107708423861268,10.999636321751108
BAC009S0710W0221,0.0,6.744,S0710,-44.972094074554896,-44.974903207076224,3.7107708423861268,4.720327539397747
BAC009S0159W0159,0.0,3.1,S0159,-47.404041708669354,-51.96433435167585,3.7107708423861268,13.664675646767847
BAC009S0232W0337,0.0,3.8249375,S0232,-45.99445251145288,-48.950965309143065,3.7107708423861268,13.644883182215217
BAC009S0055W0494,0.0,4.3349375,S0055,-45.97558368215935,-47.217949628829956,3.7107708423861268,7.585096571345023
BAC009S0055W0152,0.0,5.6930625,S0055,-44.19108702218805,-48.67054637273153,3.7107708423861268,3.672384263289036
BAC009S0248W0379,0.0,9.3679375,S0248,-46.48878151680896,-49.13410554613386,3.7107708423861268,11.580104420152104
BAC009S0723W0222,0.0,4.1020625,S0723,-45.888657583841464,-49.112147903442384,3.7107708423861268,4.723377586216312
BAC009S0134W0243,0.0,5.4599375,S0134,-46.838588169642854,-46.57970843595617,3.7107708423861268,8.486928771373968
BAC009S0751W0189,0.0,7.469,S0751,-45.842447916666664,-46.48998123744749,3.7107708423861268,10.510183840469605
BAC009S0751W0380,0.0,3.543,S0751,-47.66059763418079,-50.71153786068871,3.7107708423861268,8.617299545206237
BAC009S0760W0349,0.0,6.0698125,S0760,-50.05316232495881,-51.079967672174625,3.7107708423861268,3.6770429383094125
BAC009S0739W0293,0.0,8.1130625,S0739,-48.828611475030826,-50.965574728476035,3.7107708423861268,9.508588487520615
BAC009S0769W0413,0.0,4.0959375,S0769,-46.380564024390246,-49.62988754272461,3.7107708423861268,10.893426543285813
BAC009S0239W0239,0.0,3.5119375,S0239,-47.670205662393165,-48.62631416320801,3.7107686547233185,7.510344392697885
BAC009S0027W0475,0.0,8.8364375,S0027,-45.04143541430995,-47.939693450927734,3.7107686547233185,9.05727149319922
BAC009S0160W0368,0.0,4.552,S0160,-48.231421703296704,-48.05716103773851,3.7107686547233185,9.608090307986075
BAC009S0356W0366,0.0,6.412125,S0356,-46.3140295924337,-47.845927238464355,3.7107686547233185,9.746268383095813
BAC009S0016W0143,0.0,3.8400625,S0016,-43.6354014078776,-48.099942427415115,3.7107686547233185,7.403965619329579
BAC009S0040W0217,0.0,3.146,S0040,-47.27748635912698,-51.45717175801595,3.7107686547233185,15.424034934884576
BAC009S0225W0339,0.0,5.345,S0225,-47.714854702102805,-48.32677380792026,3.7107686547233185,3.8148204350512778
BAC009S0182W0459,0.0,3.1379375,S0182,-47.29387689092356,-51.30863704681396,3.7107686547233185,6.978151049929394
BAC009S0213W0329,0.0,4.145,S0213,-49.217907567771086,-53.16695906899192,3.7107686547233185,10.350852489547073
BAC009S0517W0245,0.0,4.196875,S0517,-48.54895368303571,-49.94541440691267,3.7107686547233185,7.58454215114666
BAC009S0731W0302,0.0,4.562,S0731,-45.4221405564693,-48.20094406604767,3.7107686547233185,5.608294134761415
BAC009S0749W0406,0.0,2.5490625,S0749,-45.93096660539216,-50.0215330857497,3.7107686547233185,7.6482142374520485
BAC009S0744W0341,0.0,2.692875,S0744,-48.13881345841078,-50.35475956309926,3.7107686547233185,9.448875762004302
BAC009S0903W0290,0.0,8.734125,S0903,-45.14701907932417,-45.765470314025876,3.7107686547233185,9.74728597801024
BAC009S0075W0495,0.0,6.6010625,S0075,-44.90545395359848,-45.72469843350924,3.7107675608919144,10.29364221950436
BAC009S0421W0395,0.0,4.110125,S0421,-48.22685713199513,-50.41536051432292,3.7107675608919144,11.203124626734628
BAC009S0341W0233,0.0,3.6500625,S0341,-47.16571061643835,-48.70758771896362,3.7107675608919144,8.819468722288534
BAC009S0242W0337,0.0,5.941875,S0242,-49.38638336489899,-49.65581048053244,3.7107675608919144,7.2796987887441205
BAC009S0085W0368,0.0,3.1999375,S0085,-43.96714477539062,-47.37934027777778,3.7107675608919144,11.463397753521322
BAC009S0198W0463,0.0,3.2890625,S0198,-47.64516942914134,-48.547030857631135,3.7107675608919144,14.58477666638558
BAC009S0215W0264,0.0,5.9819375,S0215,-48.17992592495819,-47.467311435275604,3.7107675608919144,6.151874215199026
BAC009S0220W0468,0.0,4.0900625,S0220,-41.16758672066015,-45.228160337968305,3.7107664670605103,10.716429945622522
BAC009S0718W0360,0.0,4.6181875,S0718,-44.47638071563853,-46.64537346881369,3.7107664670605103,8.78773876761229
BAC009S0027W0406,0.0,4.5090625,S0027,-46.00668652993348,-49.876220556405876,3.7107664670605103,12.178666197892898
BAC009S0208W0384,0.0,3.4499375,S0208,-47.94040987318841,-52.39462506329572,3.7107664670605103,9.9801882059868
BAC009S0596W0133,0.0,4.184,S0596,-43.42267400568182,-45.91350755237398,3.7107664670605103,7.342043150572536
BAC009S0165W0372,0.0,6.993875,S0165,-45.7870898158083,-45.29592498573097,3.7107664670605103,10.476791751485024
BAC009S0349W0203,0.0,4.657,S0349,-46.4956410944206,-47.03809776306152,3.7107664670605103,4.52219009757253
BAC009S0038W0136,0.0,3.927,S0038,-44.597671159351144,-47.97334384918213,3.7107664670605103,11.349124928394344
BAC009S0357W0279,0.0,3.0,S0357,-48.832783203125,-51.33784276788885,3.7107664670605103,11.524328911916601
BAC009S0356W0217,0.0,4.562,S0356,-45.94131202028509,-47.17643708449144,3.7107664670605103,8.91674541218583
BAC009S0004W0330,0.0,3.084,S0004,-45.29509943181818,-46.04926477159773,3.7107664670605103,13.987853797570057
BAC009S0249W0452,0.0,4.714875,S0249,-48.04409252255839,-49.24894978449895,3.7107664670605103,12.003058720282045
BAC009S0070W0125,0.0,4.311,S0070,-47.84325605423434,-51.839469768382884,3.7107664670605103,17.61029250206434
BAC009S0705W0224,0.0,3.5340625,S0705,-46.64906272131728,-48.963814986379525,3.7107664670605103,10.821056179822238
BAC009S0095W0441,0.0,6.022,S0095,-42.39354170992525,-43.1305670601981,3.7107664670605103,8.490459106165183
BAC009S0115W0462,0.0,7.6540625,S0115,-42.14427083333333,-46.502397826223664,3.7107664670605103,8.096512050477124
BAC009S0230W0276,0.0,3.999,S0230,-47.7573046875,-51.7727375688224,3.7107664670605103,9.859105126860854
BAC009S0062W0163,0.0,4.2849375,S0062,-45.519713785046726,-48.12016334533691,3.7107664670605103,6.127384433957353
BAC009S0085W0490,0.0,4.688,S0085,-44.732680070628994,-47.72441145089957,3.7107664670605103,11.3444882001738
BAC009S0250W0407,0.0,6.4160625,S0250,-46.70908781152648,-51.22788104495487,3.7107664670605103,6.854800384684591
BAC009S0035W0361,0.0,3.8779375,S0035,-45.75768162048969,-46.03611292157854,3.7107664670605103,8.029642159022323
BAC009S0035W0235,0.0,4.2589375,S0035,-45.63141413585681,-47.864361953735354,3.7107664670605103,9.501931989166891
BAC009S0083W0160,0.0,4.302,S0083,-46.45713117732558,-48.18583209698017,3.7107664670605103,9.779825145016439
BAC009S0237W0364,0.0,4.218,S0237,-48.38334474970379,-50.763221458152486,3.7107664670605103,8.57888175436975
BAC009S0513W0438,0.0,3.948,S0513,-46.89610858386076,-49.53108433314732,3.7107664670605103,11.378639182904312
BAC009S0145W0290,0.0,3.889,S0145,-47.623734736503856,-45.83954620361328,3.7107664670605103,6.889925556086919
BAC009S0245W0168,0.0,6.339,S0245,-46.20250271096214,-44.77673445076778,3.7107664670605103,6.3721077170250595
BAC009S0245W0134,0.0,5.4150625,S0245,-46.4278893277214,-46.71850402266891,3.7107664670605103,7.336136735944688
BAC009S0068W0345,0.0,5.3410625,S0068,-44.82488807935393,-44.515166356013374,3.7107664670605103,5.9601631211653405
BAC009S0185W0329,0.0,3.328,S0185,-50.56056447072072,-53.75270500183105,3.7107664670605103,6.14740421826054
BAC009S0118W0154,0.0,6.914,S0118,-47.41539661722142,-47.12208205775211,3.7107664670605103,11.038623961724124
BAC009S0112W0486,0.0,7.3510625,S0112,-43.11502444727891,-43.417736920443446,3.7107664670605103,6.925560827660103
BAC009S0706W0489,0.0,6.8669375,S0706,-46.74826862718341,-48.73073547764828,3.7107664670605103,6.474243414104016
BAC009S0215W0143,0.0,2.911,S0215,-45.885638155068726,-47.853199592003456,3.7107664670605103,11.897592417497155
BAC009S0238W0242,0.0,5.141,S0238,-48.33165126459144,-49.895835613382275,3.7107664670605103,8.894794151239026
BAC009S0148W0403,0.0,6.7270625,S0148,-47.01981275538633,-46.91501998901367,3.7107664670605103,7.307384180642714
BAC009S0729W0201,0.0,3.2740625,S0729,-46.16645463016055,-48.81781609853109,3.7107664670605103,9.21933315814146
BAC009S0753W0136,0.0,5.8969375,S0753,-49.41214909957627,-51.63004913330078,3.7107664670605103,3.4949245435739087
BAC009S0763W0284,0.0,4.6120625,S0763,-45.44101223562907,-47.274226244758154,3.7107664670605103,8.109888518809825
BAC009S0734W0235,0.0,4.0,S0734,-47.5071044921875,-49.5405387878418,3.7107664670605103,10.413181950010433
BAC009S0764W0324,0.0,4.2568125,S0764,-46.45476635856807,-47.78490295410156,3.7107664670605103,5.598363824307945
BAC009S0906W0281,0.0,8.6809375,S0906,-44.27979640697004,-48.50621719360352,3.7107664670605103,8.55153051308239
BAC009S0132W0423,0.0,5.135,S0132,-45.296077030642024,-48.382101694742836,3.710762091734894,6.8508327751513285
BAC009S0362W0473,0.0,7.5910625,S0362,-47.765007411067195,-49.474699421932826,3.710762091734894,11.761394653701297
BAC009S0003W0344,0.0,5.9340625,S0003,-46.35930254005059,-48.62332082677771,3.710762091734894,14.312686416726756
BAC009S0245W0481,0.0,7.4260625,S0245,-46.25074129374159,-45.1181589944022,3.710762091734894,8.67868537901525
BAC009S0716W0156,0.0,6.2300625,S0716,-48.395189606741575,-50.38289171106675,3.710762091734894,11.088579897715537
BAC009S0768W0280,0.0,10.0030625,S0768,-48.96572265625,-51.259513582502095,3.710762091734894,2.931024540530114
BAC009S0007W0349,0.0,6.7990625,S0007,-47.93404469209559,-49.26139633472149,3.7036181335263954,9.320939414969839
BAC009S0162W0371,0.0,7.5180625,S0162,-49.804697888962764,-49.32804091080375,3.7036181335263954,5.33033824840291
BAC009S0219W0325,0.0,6.4719375,S0219,-47.38372717832303,-49.57520896510074,3.7036181335263954,5.297436766267893
BAC009S0230W0183,0.0,4.155,S0230,-49.26838566706731,-50.41716783696955,3.7036181335263954,12.321749573770482
BAC009S0014W0374,0.0,5.593,S0014,-46.69881345035778,-48.45489524392521,3.7036181335263954,8.996779680571464
BAC009S0112W0491,0.0,3.521,S0112,-45.498132879083805,-48.07085177772924,3.7036181335263954,9.332252492799327
BAC009S0123W0394,0.0,4.3559375,S0123,-47.910044258887616,-47.65164341646082,3.7036181335263954,8.642509957930795
BAC009S0746W0337,0.0,4.5500625,S0746,-46.44231198489011,-49.50659225463867,3.7036181335263954,10.873473631296457
BAC009S0725W0451,0.0,6.678,S0725,-45.557163992327844,-47.69486943413229,3.7036181335263954,11.812770532204432
BAC009S0913W0314,0.0,7.5,S0913,-46.418859375,-50.11638855934143,3.7036181335263954,4.053726608416191
BAC009S0126W0166,0.0,6.12,S0126,-50.24922768586601,-51.77989172166394,3.70361737029311,13.412771615916878
BAC009S0090W0451,0.0,5.598875,S0090,-45.69901646205357,-46.52544143872383,3.70361737029311,4.244204073771922
BAC009S0115W0419,0.0,6.954125,S0115,-46.71306767086331,-48.71587680634998,3.70361737029311,5.280217860732744
BAC009S0243W0123,0.0,3.877,S0243,-46.49950668492268,-49.73935374507197,3.70361737029311,9.64489716293307
BAC009S0710W0397,0.0,5.8151875,S0710,-42.96408532001718,-44.489251017570496,3.70361737029311,6.753943237671493
BAC009S0066W0352,0.0,3.3569375,S0066,-44.611854189918155,-44.795586903889976,3.70361737029311,6.913431607983014
BAC009S0196W0350,0.0,5.1848125,S0196,-43.190999034749034,-46.44242267608642,3.703616988676467,8.716124980890523
BAC009S0518W0155,0.0,3.26,S0518,-44.64684983703988,-49.18467683058519,3.7036166070598244,10.798479077899952
BAC009S0042W0388,0.0,6.714875,S0042,-47.849996507078984,-47.98381084865994,3.7036166070598244,5.271603615409756
BAC009S0113W0209,0.0,4.145,S0113,-45.91648625753012,-48.55722575717502,3.7036166070598244,3.8708759861126296
BAC009S0712W0130,0.0,6.008,S0712,-44.25565463810316,-47.05425790640024,3.7036166070598244,9.275793588515192
BAC009S0013W0346,0.0,8.043,S0013,-48.00577192164179,-49.64314315432594,3.7036166070598244,11.208773201011244
BAC009S0166W0254,0.0,3.896,S0166,-47.254437099358974,-50.35626712922127,3.7036166070598244,15.79835142368034
BAC009S0743W0281,0.0,6.468,S0743,-46.99855100463679,-48.01170470074909,3.7036166070598244,5.620675618002494
BAC009S0038W0300,0.0,7.734,S0038,-44.20322606727038,-47.312271027337935,3.703615080593254,10.199456217310562
BAC009S0357W0362,0.0,6.9670625,S0357,-52.039875134505024,-54.15393879102624,3.703615080593254,9.979284632786701
BAC009S0212W0383,0.0,5.691875,S0212,-45.957010654657296,-47.02511324201311,3.703615080593254,5.081961140285845
BAC009S0243W0451,0.0,6.9909375,S0243,-48.290437231759654,-47.62385711669922,3.703615080593254,8.280775382556534
BAC009S0105W0156,0.0,6.721,S0105,-45.13646298363095,-44.47874629497528,3.703615080593254,6.754354255003012
BAC009S0240W0218,0.0,7.7159375,S0240,-48.81804566062176,-50.10223232616078,3.703615080593254,8.089463685157781
BAC009S0598W0137,0.0,5.3789375,S0598,-43.48174300069702,-46.89789533615112,3.703615080593254,7.926157217239098
BAC009S0760W0175,0.0,8.3710625,S0760,-46.72925533900836,-48.51998479315575,3.703615080593254,6.786441209081083
BAC009S0728W0132,0.0,3.152,S0728,-43.58866567460318,-47.300514793396,3.7034162649335634,7.413251579173057
BAC009S0768W0173,0.0,7.409,S0768,-45.956519905533064,-49.33644472757975,3.7034162649335634,8.481856253642892
BAC009S0101W0123,0.0,5.631,S0101,-41.697390513987564,-45.95348034483014,3.7034139181693617,12.280120841183258
BAC009S0035W0286,0.0,3.2160625,S0035,-43.173558205551245,-44.62630353655134,3.7034139181693617,8.340558885576911
BAC009S0114W0348,0.0,3.3679375,S0114,-42.84007557492582,-44.48934555053711,3.7034139181693617,13.022944861396606
BAC009S0188W0257,0.0,5.745,S0188,-46.60564877717391,-47.25862640804715,3.703412744787261,9.212998285228014
BAC009S0101W0195,0.0,5.701875,S0101,-41.53534813596491,-44.68309679031372,3.703412744787261,13.204923024726924
BAC009S0104W0292,0.0,6.5390625,S0104,-43.56872969227829,-45.552696748213336,3.703412744787261,9.898930607935895
BAC009S0197W0235,0.0,5.1750625,S0197,-49.162576918436294,-52.33560028076172,3.70341157140516,13.341689490457327
BAC009S0178W0308,0.0,4.545875,S0178,-44.88925137362637,-45.163970708847046,3.70341157140516,10.382072919805406
BAC009S0119W0174,0.0,8.057,S0119,-44.637712275124066,-45.98667115431566,3.70341157140516,8.764939456416759
BAC009S0161W0365,0.0,4.032,S0161,-44.81488446029777,-46.9452147710891,3.70341157140516,10.195174338993112
BAC009S0095W0175,0.0,5.287,S0095,-43.550101902173914,-43.832270812988284,3.70341157140516,10.507484198326804
BAC009S0010W0344,0.0,4.859125,S0010,-47.67383616255144,-50.08408922137636,3.70341157140516,7.870026434614839
BAC009S0067W0181,0.0,4.1959375,S0067,-45.032686941964286,-48.6612010755037,3.70341157140516,8.735253419642348
BAC009S0033W0355,0.0,4.156,S0033,-48.66186053936298,-51.20433074549625,3.70341157140516,10.861033413768176
BAC009S0187W0151,0.0,3.838,S0187,-46.49467976888021,-48.78141768082328,3.70341157140516,9.002649808706934
BAC009S0908W0283,0.0,9.0,S0908,-44.66892361111111,-46.198826926095144,3.70341157140516,5.841861114232287
BAC009S0767W0425,0.0,3.4409375,S0767,-46.39483216751454,-46.718540615505646,3.70341157140516,11.552633327414073
BAC009S0915W0298,0.0,5.74,S0915,-44.5313724956446,-48.88124756585984,3.70341157140516,11.65985857243956
BAC009S0907W0350,0.0,3.410875,S0907,-43.67399709035924,-46.167283630371095,3.70341157140516,12.623533344809275
BAC009S0702W0440,0.0,6.083,S0702,-45.879812140213815,-49.270094254437616,3.7034092246409585,10.046543340975088
BAC009S0211W0254,0.0,3.621,S0211,-45.93337793508287,-47.04518284517176,3.6990024290741554,11.769234161777582
BAC009S0718W0309,0.0,5.218,S0718,-46.89544046336207,-47.05671990436056,3.6990024290741554,6.901183466150695
BAC009S0242W0399,0.0,4.3730625,S0242,-49.01347075228833,-49.69666402480181,3.6990024290741554,8.034988832041964
BAC009S0070W0408,0.0,3.474125,S0070,-48.3497106898415,-51.55501801627023,3.6990024290741554,16.44827239014272
BAC009S0070W0490,0.0,8.2101875,S0070,-48.71398732490865,-50.073118711772715,3.6990024290741554,13.265043462711773
BAC009S0048W0332,0.0,5.014875,S0048,-43.61634933258483,-47.34371014299064,3.6990024290741554,11.004018263762799
BAC009S0712W0141,0.0,3.818,S0712,-45.07360008998691,-48.79152412414551,3.6990024290741554,10.890451743184403
BAC009S0228W0322,0.0,4.583,S0228,-48.11871844295852,-47.180488204956056,3.6990024290741554,11.725576618244936
BAC009S0003W0206,0.0,5.52,S0003,-45.781458757925726,-49.552490870157875,3.6990024290741554,9.579180260908888
BAC009S0011W0368,0.0,4.7429375,S0011,-45.345991561181435,-47.25422269647772,3.6990024290741554,11.552092617359826
BAC009S0231W0149,0.0,3.39,S0231,-47.055338541666664,-48.57233708699544,3.6990024290741554,11.361587775987463
BAC009S0231W0183,0.0,6.3139375,S0231,-47.51691263866878,-48.286300995770624,3.6990024290741554,13.94542850822576
BAC009S0237W0123,0.0,3.618,S0237,-48.44753539364641,-49.850493621826175,3.6990024290741554,10.59286012525497
BAC009S0085W0266,0.0,5.457,S0085,-47.79254664606227,-48.831139108409054,3.699000843263069,9.81942569632749
BAC009S0012W0322,0.0,5.947,S0012,-45.88126641281512,-50.12764056523641,3.699000843263069,13.512721892149894
BAC009S0211W0165,0.0,4.5810625,S0211,-45.34463274426856,-47.649885065415326,3.6989992574519825,14.126254430218204
BAC009S0096W0156,0.0,5.047,S0096,-44.9318494740099,-46.47158499325023,3.6989992574519825,8.246273496659942
BAC009S0086W0170,0.0,3.9670625,S0086,-46.24810591152393,-48.25868569650957,3.6989992574519825,7.610421105770882
BAC009S0352W0305,0.0,6.9230625,S0352,-51.290326950867055,-50.682706539447494,3.698996085829809,11.506246446432584
BAC009S0030W0473,0.0,9.6589375,S0030,-46.834522192028984,-54.00610720316569,3.698996085829809,7.161598937229986
BAC009S0738W0412,0.0,3.6179375,S0738,-45.02259042645028,-47.68272236415318,3.697335877807286,11.040504197473446
BAC009S0736W0211,0.0,4.875,S0736,-47.64259813652664,-48.32197256649242,3.697335877807286,11.62834168143749
BAC009S0105W0444,0.0,5.0639375,S0105,-43.66892215291502,-43.76122384912827,3.697333411869982,8.006812956550288
BAC009S0033W0233,0.0,2.6630625,S0033,-49.61508385220865,-53.73487652049345,3.697333411869982,11.222581482845765
BAC009S0768W0131,0.0,5.287,S0768,-48.86847973771267,-49.907667795817055,3.697333411869982,5.548064176081269
BAC009S0421W0442,0.0,11.868875,S0421,-43.985033171861836,-48.65844038056164,3.6973315624170042,10.080772246802134
BAC009S0171W0470,0.0,4.4140625,S0171,-47.32925878684807,-51.61746319857511,3.6973309459326784,11.39768706875185
BAC009S0092W0232,0.0,5.033,S0092,-46.926872359592444,-46.61068105697632,3.6973309459326784,7.805521220956603
BAC009S0075W0311,0.0,4.6020625,S0075,-44.231020720108695,-44.95412234256142,3.6973309459326784,4.177332751363394
BAC009S0352W0389,0.0,6.3559375,S0352,-49.540656323702834,-47.62223403930664,3.6973309459326784,7.694611812798836
BAC009S0149W0340,0.0,5.9040625,S0149,-49.61275158898305,-50.37473531869742,3.6973309459326784,10.665274304866864
BAC009S0658W0185,0.0,4.978,S0658,-47.243226813504016,-48.66725800254128,3.6973309459326784,10.749257197835645
BAC009S0658W0282,0.0,6.881125,S0658,-48.406743958938954,-46.1172571182251,3.6973309459326784,8.542520634636032
BAC009S0164W0448,0.0,3.472875,S0164,-46.65826222532421,-48.0967290242513,3.6973309459326784,8.800082299781085
BAC009S0354W0447,0.0,7.046125,S0354,-45.6141954787234,-47.179132949474244,3.6973309459326784,9.762661373350731
BAC009S0107W0351,0.0,3.9758125,S0107,-46.377527284861806,-48.94508624076843,3.6973309459326784,7.220950361235872
BAC009S0181W0241,0.0,4.0899375,S0181,-47.042056654951104,-47.593603515625,3.6973309459326784,16.49512162187454
BAC009S0522W0241,0.0,4.896,S0522,-47.23943319515306,-48.46596987494107,3.6973309459326784,11.841918265049745
BAC009S0157W0183,0.0,4.6939375,S0157,-50.28498550772921,-52.608826759534004,3.6973309459326784,11.328893904413182
BAC009S0173W0383,0.0,7.4501875,S0173,-48.879850041946305,-51.27205361260308,3.6973309459326784,12.817393554022935
BAC009S0162W0291,0.0,4.97,S0162,-49.41249056841046,-49.864601135253906,3.6973309459326784,8.079830540129255
BAC009S0111W0238,0.0,3.5820625,S0111,-44.63909468837291,-43.310677161583534,3.6973309459326784,8.186297227181043
BAC009S0090W0355,0.0,2.194125,S0090,-41.61510505850457,-43.33886241912842,3.6973309459326784,8.241170515477048
BAC009S0090W0361,0.0,3.3710625,S0090,-44.16661547199555,-46.70217105320522,3.6973309459326784,8.886110567648188
